市场代码,合约代码,Date,最新,持仓,增仓,成交额,Volume,开仓,平仓,成交类型,方向,买一价,Close,买一量,卖一量
DC,a2403,2024-01-26 21:00:56.333,4684.0000,184021,-3,281060.0000,6,1,5,多平,S,4684.0000,4686.0000,17,118
DC,a2403,2024-01-26 21:00:56.881,4684.0000,184025,4,281050.0000,6,5,1,空开,S,4684.0000,4685.0000,9,1
DC,a2403,2024-01-26 21:00:57.280,4685.0000,184025,0,46850.0000,1,0,1,空换,B,4684.0000,4685.0000,7,4
DC,a2403,2024-01-26 21:00:57.893,4685.0000,184025,0,46850.0000,1,0,1,空换,B,4684.0000,4685.0000,21,11
DC,a2403,2024-01-26 21:00:58.487,4685.0000,184024,-1,655900.0000,14,6,8,多平,S,4685.0000,4686.0000,9,120
DC,a2403,2024-01-26 21:00:58.940,4686.0000,184003,-21,3467640.0000,74,26,48,空平,B,4685.0000,4686.0000,24,49
DC,a2403,2024-01-26 21:00:59.477,4686.0000,183985,-18,2436710.0000,52,17,35,多平,S,4686.0000,4687.0000,4,29
DC,a2403,2024-01-26 21:00:59.955,4685.0000,184008,23,1920850.0000,41,32,9,多开,B,4684.0000,4685.0000,18,3
DC,a2403,2024-01-26 21:01:00.468,4684.0000,184023,15,1873690.0000,40,27,13,多开,B,4683.0000,4684.0000,21,3
DC,a2403,2024-01-26 21:01:00.915,4684.0000,184009,-14,1592340.0000,34,10,24,空平,B,4683.0000,4684.0000,10,26
DC,a2403,2024-01-26 21:01:01.448,4683.0000,184015,6,1077120.0000,23,14,9,空开,S,4683.0000,4684.0000,9,33
DC,a2403,2024-01-26 21:01:01.831,4683.0000,184009,-6,561980.0000,12,3,9,空平,B,4682.0000,4684.0000,19,55
DC,a2403,2024-01-26 21:01:02.446,4683.0000,184013,4,187320.0000,4,4,0,双开,B,4682.0000,4683.0000,31,10
DC,a2403,2024-01-26 21:01:02.987,4682.0000,184014,1,46820.0000,1,1,0,双开,S,4682.0000,4683.0000,52,6
DC,a2403,2024-01-26 21:01:03.326,4683.0000,184022,8,1123920.0000,24,16,8,空开,S,4683.0000,4684.0000,28,34
DC,a2403,2024-01-26 21:01:03.959,4684.0000,184023,1,1826760.0000,39,20,19,空开,S,4684.0000,4685.0000,13,23
DC,a2403,2024-01-26 21:01:04.316,4684.0000,184021,-2,187380.0000,4,1,3,多平,S,4684.0000,4685.0000,33,19
DC,a2403,2024-01-26 21:01:04.955,4685.0000,184016,-5,796440.0000,17,6,11,空平,B,4684.0000,4686.0000,37,49
DC,a2403,2024-01-26 21:01:05.434,4685.0000,184019,3,234250.0000,5,4,1,空开,S,4685.0000,4686.0000,9,49
DC,a2403,2024-01-26 21:01:05.985,4684.0000,183986,-33,2951220.0000,63,15,48,空平,B,4683.0000,4684.0000,30,43
DC,a2403,2024-01-26 21:01:06.452,4683.0000,183985,-1,327830.0000,7,3,4,多平,S,4683.0000,4684.0000,11,52
DC,a2403,2024-01-26 21:01:06.986,4683.0000,183985,0,515130.0000,11,5,6,空换,B,4682.0000,4683.0000,49,15
DC,a2403,2024-01-26 21:01:07.344,4683.0000,183982,-3,234150.0000,5,1,4,空平,B,4682.0000,4683.0000,48,23
DC,a2403,2024-01-26 21:01:07.963,4682.0000,183984,2,327780.0000,7,4,3,空开,S,4682.0000,4683.0000,43,26
DC,a2403,2024-01-26 21:01:08.435,4683.0000,183978,-6,1685540.0000,36,15,21,空平,B,4682.0000,4683.0000,12,27
DC,a2403,2024-01-26 21:01:08.861,4682.0000,183977,-1,1030040.0000,22,10,12,空平,B,4681.0000,4682.0000,18,19
DC,a2403,2024-01-26 21:01:09.427,4681.0000,183980,3,140440.0000,3,3,0,双开,S,4681.0000,4682.0000,23,24
DC,a2403,2024-01-26 21:01:09.961,4682.0000,183980,0,140460.0000,3,1,2,空换,B,4681.0000,4682.0000,23,35
DC,a2403,2024-01-26 21:01:10.459,4683.0000,184003,23,2106930.0000,45,34,11,多开,B,4681.0000,4683.0000,30,20
DC,a2403,2024-01-26 21:01:10.911,4681.0000,183990,-13,1076670.0000,23,5,18,多平,S,4681.0000,4682.0000,19,18
DC,a2403,2024-01-26 21:01:11.414,4682.0000,183996,6,608650.0000,13,9,4,多开,B,4681.0000,4682.0000,19,9
DC,a2403,2024-01-26 21:01:11.832,4681.0000,183998,2,187260.0000,4,3,1,空开,S,4681.0000,4682.0000,20,10
DC,a2403,2024-01-26 21:01:12.437,4682.0000,184002,4,327740.0000,7,5,2,多开,B,4681.0000,4682.0000,23,3
DC,a2403,2024-01-26 21:01:12.984,4682.0000,184004,2,749170.0000,16,9,7,空开,S,4682.0000,4683.0000,2,24
DC,a2403,2024-01-26 21:01:13.410,4682.0000,184021,17,2388380.0000,51,34,17,多开,B,4681.0000,4684.0000,24,76
DC,a2403,2024-01-26 21:01:13.985,4682.0000,184043,22,1404610.0000,30,26,4,多开,B,4681.0000,4683.0000,25,21
DC,a2403,2024-01-26 21:01:14.485,4682.0000,184043,0,46820.0000,1,0,1,多换,S,4682.0000,4683.0000,15,22
DC,a2403,2024-01-26 21:01:14.939,4681.0000,184060,17,1591830.0000,34,25,9,空开,S,4681.0000,4682.0000,20,2
DC,a2403,2024-01-26 21:01:15.383,4682.0000,184061,1,234070.0000,5,3,2,多开,B,4681.0000,4683.0000,29,39
DC,a2403,2024-01-26 21:01:15.806,4682.0000,184060,-1,46820.0000,1,0,1,双平,B,4681.0000,4683.0000,31,41
DC,a2403,2024-01-26 21:01:16.853,4682.0000,184091,31,2154110.0000,46,38,8,空开,S,4682.0000,4683.0000,19,20
DC,a2403,2024-01-26 21:01:17.488,4682.0000,184089,-2,187280.0000,4,1,3,多平,S,4682.0000,4683.0000,8,26
DC,a2403,2024-01-26 21:01:17.882,4681.0000,184086,-3,655430.0000,14,5,9,多平,S,4681.0000,4683.0000,28,27
DC,a2403,2024-01-26 21:01:18.407,4683.0000,184095,9,1358040.0000,29,19,10,空开,S,4683.0000,4684.0000,3,96
DC,a2403,2024-01-26 21:01:18.979,4681.0000,184116,21,1591970.0000,34,27,7,空开,S,4681.0000,4683.0000,33,13
DC,a2403,2024-01-26 21:01:19.433,4683.0000,184116,0,280930.0000,6,3,3,空换,B,4682.0000,4683.0000,4,26
DC,a2403,2024-01-26 21:01:19.967,4682.0000,184117,1,468200.0000,10,5,5,多开,B,4681.0000,4682.0000,30,6
DC,a2403,2024-01-26 21:01:20.420,4682.0000,184117,0,46820.0000,1,0,1,空换,B,4681.0000,4682.0000,30,9
DC,a2403,2024-01-26 21:01:20.851,4683.0000,184123,6,1638640.0000,35,20,15,多开,B,4681.0000,4682.0000,26,1
DC,a2403,2024-01-26 21:01:21.332,4682.0000,184122,-1,280920.0000,6,2,4,多平,S,4682.0000,4683.0000,7,33
DC,a2403,2024-01-26 21:01:21.907,4682.0000,184124,2,374560.0000,8,5,3,多开,B,4681.0000,4683.0000,26,36
DC,a2403,2024-01-26 21:01:22.461,4681.0000,184122,-2,187300.0000,4,1,3,多平,S,4681.0000,4683.0000,27,42
DC,a2403,2024-01-26 21:01:22.800,4682.0000,184116,-6,608720.0000,13,3,10,空平,B,4681.0000,4683.0000,25,38
DC,a2403,2024-01-26 21:01:23.411,4681.0000,184116,0,93640.0000,2,1,1,多换,S,4681.0000,4683.0000,26,37
DC,a2403,2024-01-26 21:01:23.884,4681.0000,184111,-5,421340.0000,9,2,7,多平,S,4681.0000,4682.0000,28,1
DC,a2403,2024-01-26 21:01:24.242,4681.0000,184111,0,93630.0000,2,1,1,多换,S,4681.0000,4683.0000,27,47
DC,a2403,2024-01-26 21:01:24.948,4682.0000,184127,16,3090620.0000,66,41,25,空开,S,4682.0000,4683.0000,14,7
DC,a2403,2024-01-26 21:01:25.438,4682.0000,184127,0,46820.0000,1,0,1,多换,S,4682.0000,4683.0000,32,22
DC,a2403,2024-01-26 21:01:25.741,4682.0000,184126,-1,374560.0000,8,3,5,多平,S,4682.0000,4683.0000,17,27
DC,a2403,2024-01-26 21:01:26.319,4682.0000,184123,-3,140460.0000,3,0,3,双平,S,4682.0000,4683.0000,18,29
DC,a2403,2024-01-26 21:01:26.972,4682.0000,184115,-8,1076880.0000,23,7,16,空平,B,4681.0000,4682.0000,26,85
DC,a2403,2024-01-26 21:01:27.454,4681.0000,184114,-1,1123440.0000,24,11,13,空平,B,4680.0000,4681.0000,105,2
DC,a2403,2024-01-26 21:01:27.836,4682.0000,184106,-8,514980.0000,11,1,10,空平,B,4680.0000,4681.0000,117,4
DC,a2403,2024-01-26 21:01:28.460,4682.0000,184107,1,1966420.0000,42,21,21,多开,B,4680.0000,4682.0000,122,63
DC,a2403,2024-01-26 21:01:28.984,4681.0000,184112,5,234050.0000,5,5,0,双开,S,4681.0000,4682.0000,1,65
DC,a2403,2024-01-26 21:01:29.913,4681.0000,184107,-5,608570.0000,13,4,9,空平,B,4680.0000,4681.0000,124,8
DC,a2403,2024-01-26 21:01:30.239,4682.0000,184104,-3,561730.0000,12,4,8,空平,B,4681.0000,4682.0000,12,74
DC,a2403,2024-01-26 21:01:30.895,4681.0000,184103,-1,2153580.0000,46,22,24,多平,S,4681.0000,4682.0000,8,42
DC,a2403,2024-01-26 21:01:31.427,4682.0000,184101,-2,140440.0000,3,0,3,空平,B,4681.0000,4682.0000,37,51
DC,a2403,2024-01-26 21:01:31.882,4682.0000,184098,-3,140460.0000,3,0,3,双平,B,4681.0000,4682.0000,38,50
DC,a2403,2024-01-26 21:01:32.459,4682.0000,184121,23,2341000.0000,50,36,14,空开,S,4682.0000,4683.0000,26,63
DC,a2403,2024-01-26 21:01:32.848,4682.0000,184122,1,93640.0000,2,1,1,空开,S,4682.0000,4683.0000,40,29
DC,a2403,2024-01-26 21:01:33.422,4683.0000,184124,2,1826150.0000,39,20,19,多开,B,4682.0000,4684.0000,31,74
DC,a2403,2024-01-26 21:01:33.945,4682.0000,184117,-7,3559000.0000,76,34,42,空平,B,4681.0000,4682.0000,15,54
DC,a2403,2024-01-26 21:01:34.239,4680.0000,184126,9,2200320.0000,47,28,19,空开,S,4681.0000,4682.0000,14,35
DC,a2403,2024-01-26 21:01:34.852,4681.0000,184130,4,234050.0000,5,4,1,空开,S,4681.0000,4682.0000,28,32
DC,a2403,2024-01-26 21:01:35.424,4682.0000,184133,3,1498240.0000,32,17,15,空开,S,4682.0000,4683.0000,27,19
DC,a2403,2024-01-26 21:01:35.741,4683.0000,184130,-3,796100.0000,17,7,10,空平,B,4682.0000,4684.0000,42,29
DC,a2403,2024-01-26 21:01:36.479,4683.0000,184130,0,46830.0000,1,0,1,多换,S,4683.0000,4684.0000,7,32
DC,a2403,2024-01-26 21:01:36.783,4683.0000,184130,0,93670.0000,2,1,1,多换,S,4683.0000,4684.0000,10,28
DC,a2403,2024-01-26 21:01:37.429,4684.0000,184132,2,187360.0000,4,3,1,多开,B,4683.0000,4684.0000,17,21
DC,a2403,2024-01-26 21:01:37.855,4683.0000,184124,-8,1779540.0000,38,15,23,空平,B,4682.0000,4683.0000,14,64
DC,a2403,2024-01-26 21:01:38.319,4682.0000,184137,13,655480.0000,14,13,1,多开,B,4681.0000,4682.0000,39,3
DC,a2403,2024-01-26 21:01:38.768,4682.0000,184134,-3,140460.0000,3,0,3,双平,B,4681.0000,4682.0000,37,11
DC,a2403,2024-01-26 21:01:39.446,4682.0000,184133,-1,46820.0000,1,0,1,双平,B,4681.0000,4682.0000,38,3
DC,a2403,2024-01-26 21:01:39.853,4682.0000,184133,0,655480.0000,14,7,7,空换,B,4681.0000,4683.0000,39,80
DC,a2403,2024-01-26 21:01:40.359,4683.0000,184132,-1,46830.0000,1,0,1,双平,B,4681.0000,4682.0000,40,4
DC,a2403,2024-01-26 21:01:40.937,4682.0000,184132,0,421320.0000,9,4,5,空换,B,4681.0000,4682.0000,34,9
DC,a2403,2024-01-26 21:01:41.424,4682.0000,184133,1,140450.0000,3,2,1,多开,B,4681.0000,4682.0000,43,12
DC,a2403,2024-01-26 21:01:41.907,4682.0000,184165,32,4823300.0000,103,67,36,空开,S,4682.0000,4684.0000,104,35
DC,a2403,2024-01-26 21:01:42.410,4682.0000,184166,1,46820.0000,1,1,0,双开,S,4683.0000,4684.0000,2,41
DC,a2403,2024-01-26 21:01:42.816,4683.0000,184168,2,93660.0000,2,2,0,双开,S,4683.0000,4684.0000,7,42
DC,a2403,2024-01-26 21:01:43.955,4683.0000,184168,0,655750.0000,14,7,7,多换,S,4683.0000,4684.0000,18,23
DC,a2403,2024-01-26 21:01:44.278,4684.0000,184167,-1,93680.0000,2,0,2,空平,B,4683.0000,4684.0000,21,21
DC,a2403,2024-01-26 21:01:44.832,4683.0000,184162,-5,1264420.0000,27,11,16,空平,B,4682.0000,4683.0000,109,81
DC,a2403,2024-01-26 21:01:45.949,4683.0000,184161,-1,46830.0000,1,0,1,双平,B,4682.0000,4683.0000,112,86
DC,a2403,2024-01-26 21:01:46.434,4683.0000,184147,-14,655620.0000,14,0,14,双平,B,4682.0000,4683.0000,102,71
DC,a2403,2024-01-26 21:01:46.936,4683.0000,184146,-1,46830.0000,1,0,1,双平,B,4682.0000,4683.0000,102,75
DC,a2403,2024-01-26 21:01:47.486,4683.0000,184135,-11,889760.0000,19,4,15,空平,B,4682.0000,4683.0000,101,57
DC,a2403,2024-01-26 21:01:47.905,4683.0000,184129,-6,468300.0000,10,2,8,空平,B,4682.0000,4683.0000,105,45
DC,a2403,2024-01-26 21:01:48.219,4682.0000,184136,7,655550.0000,14,10,4,空开,S,4682.0000,4683.0000,97,38
DC,a2403,2024-01-26 21:01:48.831,4682.0000,184135,-1,140480.0000,3,1,2,多平,S,4682.0000,4683.0000,98,39
DC,a2403,2024-01-26 21:01:49.905,4683.0000,184135,0,93650.0000,2,1,1,空换,B,4682.0000,4683.0000,100,47
DC,a2403,2024-01-26 21:01:50.453,4683.0000,184136,1,795980.0000,17,9,8,多开,B,4682.0000,4683.0000,96,43
DC,a2403,2024-01-26 21:01:51.482,4683.0000,184135,-1,234130.0000,5,2,3,空平,B,4682.0000,4683.0000,104,45
DC,a2403,2024-01-26 21:01:51.816,4683.0000,184135,0,93660.0000,2,1,1,空换,B,4682.0000,4683.0000,105,44
DC,a2403,2024-01-26 21:01:52.474,4682.0000,184136,1,46820.0000,1,1,0,双开,S,4682.0000,4683.0000,104,46
DC,a2403,2024-01-26 21:01:52.849,4683.0000,184134,-2,93660.0000,2,0,2,双平,B,4682.0000,4683.0000,104,53
DC,a2403,2024-01-26 21:01:53.282,4682.0000,184136,2,93640.0000,2,2,0,双开,S,4682.0000,4683.0000,101,52
DC,a2403,2024-01-26 21:01:53.932,4682.0000,184129,-7,515030.0000,11,2,9,多平,S,4682.0000,4683.0000,91,59
DC,a2403,2024-01-26 21:01:54.361,4682.0000,184123,-6,280920.0000,6,0,6,双平,S,4682.0000,4683.0000,85,59
DC,a2403,2024-01-26 21:01:54.868,4683.0000,184123,0,46830.0000,1,0,1,空换,B,4682.0000,4683.0000,106,73
DC,a2403,2024-01-26 21:01:55.294,4683.0000,184116,-7,1077090.0000,23,8,15,空平,B,4682.0000,4683.0000,107,52
DC,a2403,2024-01-26 21:01:55.864,4682.0000,184107,-9,655610.0000,14,2,12,多平,S,4682.0000,4683.0000,106,32
DC,a2403,2024-01-26 21:01:56.425,4683.0000,184095,-12,655520.0000,14,1,13,空平,B,4682.0000,4683.0000,95,31
DC,a2403,2024-01-26 21:01:56.893,4683.0000,184094,-1,234130.0000,5,2,3,空平,B,4682.0000,4683.0000,106,31
DC,a2403,2024-01-26 21:01:57.283,4683.0000,184094,0,608780.0000,13,6,7,空换,B,4682.0000,4683.0000,110,16
DC,a2403,2024-01-26 21:01:57.955,4683.0000,184094,0,46830.0000,1,0,1,空换,B,4682.0000,4683.0000,110,17
DC,a2403,2024-01-26 21:01:58.752,4683.0000,184097,3,140490.0000,3,3,0,双开,B,4682.0000,4683.0000,90,17
DC,a2403,2024-01-26 21:01:59.428,4683.0000,184097,0,187290.0000,4,2,2,空换,B,4682.0000,4683.0000,89,16
DC,a2403,2024-01-26 21:01:59.981,4683.0000,184112,15,1310970.0000,28,21,7,多开,B,4682.0000,4683.0000,66,29
DC,a2403,2024-01-26 21:02:00.361,4682.0000,184106,-6,2481490.0000,53,23,30,多平,S,4682.0000,4683.0000,17,39
DC,a2403,2024-01-26 21:02:00.939,4682.0000,184106,0,1451430.0000,31,15,16,空换,B,4681.0000,4683.0000,28,41
DC,a2403,2024-01-26 21:02:01.441,4682.0000,184110,4,187280.0000,4,4,0,双开,S,4682.0000,4683.0000,19,41
DC,a2403,2024-01-26 21:02:01.889,4682.0000,184110,0,187280.0000,4,2,2,多换,S,4682.0000,4683.0000,15,43
DC,a2403,2024-01-26 21:02:02.284,4683.0000,184108,-2,421440.0000,9,3,6,空平,B,4682.0000,4683.0000,20,38
DC,a2403,2024-01-26 21:02:02.849,4682.0000,184080,-28,1919700.0000,41,6,35,多平,S,4682.0000,4683.0000,2,37
DC,a2403,2024-01-26 21:02:03.248,4681.0000,184084,4,327700.0000,7,5,2,空开,S,4681.0000,4682.0000,31,12
DC,a2403,2024-01-26 21:02:03.572,4682.0000,184084,0,46820.0000,1,0,1,空换,B,4681.0000,4682.0000,23,18
DC,a2403,2024-01-26 21:02:04.401,4682.0000,184083,-1,46820.0000,1,0,1,双平,B,4681.0000,4682.0000,19,22
DC,a2403,2024-01-26 21:02:04.974,4682.0000,184083,0,140460.0000,3,1,2,空换,B,4681.0000,4682.0000,19,26
DC,a2403,2024-01-26 21:02:05.274,4681.0000,184084,1,46810.0000,1,1,0,双开,S,4681.0000,4682.0000,23,26
DC,a2403,2024-01-26 21:02:05.617,4681.0000,184085,1,140440.0000,3,2,1,空开,S,4681.0000,4682.0000,22,26
DC,a2403,2024-01-26 21:02:06.440,4682.0000,184069,-16,1123500.0000,24,4,20,空平,B,4680.0000,4682.0000,122,34
DC,a2403,2024-01-26 21:02:06.963,4682.0000,184068,-1,46820.0000,1,0,1,双平,B,4680.0000,4681.0000,123,4
DC,a2403,2024-01-26 21:02:07.375,4681.0000,184071,3,280820.0000,6,4,2,多开,B,4680.0000,4681.0000,123,11
DC,a2403,2024-01-26 21:02:07.849,4680.0000,184071,0,234000.0000,5,2,3,多换,S,4680.0000,4681.0000,116,20
DC,a2403,2024-01-26 21:02:08.439,4680.0000,184072,1,140410.0000,3,2,1,空开,S,4680.0000,4681.0000,114,21
DC,a2403,2024-01-26 21:02:08.919,4681.0000,184071,-1,187240.0000,4,1,3,空平,B,4680.0000,4681.0000,115,18
DC,a2403,2024-01-26 21:02:09.426,4680.0000,184066,-5,561660.0000,12,3,9,多平,S,4680.0000,4681.0000,110,22
DC,a2403,2024-01-26 21:02:09.967,4680.0000,184082,16,1076450.0000,23,19,4,空开,S,4680.0000,4681.0000,96,18
DC,a2403,2024-01-26 21:02:10.429,4681.0000,184083,1,46810.0000,1,1,0,双开,B,4680.0000,4681.0000,99,31
DC,a2403,2024-01-26 21:02:10.881,4680.0000,184086,3,374430.0000,8,5,3,空开,S,4680.0000,4681.0000,94,31
DC,a2403,2024-01-26 21:02:11.958,4680.0000,184086,0,93600.0000,2,1,1,多换,S,4680.0000,4681.0000,108,34
DC,a2403,2024-01-26 21:02:12.430,4680.0000,184089,3,374400.0000,8,5,3,空开,S,4680.0000,4681.0000,101,35
DC,a2403,2024-01-26 21:02:12.849,4680.0000,184089,0,93610.0000,2,1,1,多换,S,4680.0000,4681.0000,100,42
DC,a2403,2024-01-26 21:02:13.361,4680.0000,184107,18,889200.0000,19,18,1,空开,S,4680.0000,4681.0000,80,43
DC,a2403,2024-01-26 21:02:13.982,4679.0000,184150,43,5288140.0000,113,78,35,多开,B,4678.0000,4679.0000,34,31
DC,a2403,2024-01-26 21:02:14.350,4679.0000,184151,1,140360.0000,3,2,1,多开,B,4678.0000,4679.0000,25,28
DC,a2403,2024-01-26 21:02:14.963,4678.0000,184162,11,701750.0000,15,13,2,空开,S,4678.0000,4679.0000,15,15
DC,a2403,2024-01-26 21:02:15.434,4678.0000,184152,-10,748480.0000,16,3,13,空平,B,4677.0000,4678.0000,26,4
DC,a2403,2024-01-26 21:02:15.985,4678.0000,184151,-1,233890.0000,5,2,3,空平,B,4677.0000,4678.0000,23,12
DC,a2403,2024-01-26 21:02:17.467,4678.0000,184154,3,187110.0000,4,3,1,多开,B,4677.0000,4678.0000,23,15
DC,a2403,2024-01-26 21:02:17.888,4678.0000,184154,0,46780.0000,1,0,1,空换,B,4677.0000,4678.0000,24,15
DC,a2403,2024-01-26 21:02:18.239,4677.0000,184154,0,280640.0000,6,3,3,多换,S,4677.0000,4678.0000,19,26
DC,a2403,2024-01-26 21:02:18.881,4677.0000,184156,2,374190.0000,8,5,3,空开,S,4677.0000,4678.0000,15,12
DC,a2403,2024-01-26 21:02:19.487,4678.0000,184156,0,93560.0000,2,1,1,空换,B,4677.0000,4678.0000,35,11
DC,a2403,2024-01-26 21:02:19.966,4678.0000,184165,9,561360.0000,12,10,2,空开,S,4678.0000,4679.0000,66,12
DC,a2403,2024-01-26 21:02:20.426,4679.0000,184170,5,374270.0000,8,6,2,多开,B,4678.0000,4679.0000,63,11
DC,a2403,2024-01-26 21:02:21.459,4679.0000,184172,2,701850.0000,15,8,7,空开,S,4679.0000,4680.0000,14,22
DC,a2403,2024-01-26 21:02:21.932,4681.0000,184173,1,561610.0000,12,6,6,多开,B,4680.0000,4681.0000,1,39
DC,a2403,2024-01-26 21:02:22.439,4680.0000,184165,-8,2995200.0000,64,28,36,空平,B,4679.0000,4680.0000,11,33
DC,a2403,2024-01-26 21:02:22.933,4680.0000,184174,9,1029520.0000,22,15,7,多开,B,4679.0000,4680.0000,9,17
DC,a2403,2024-01-26 21:02:23.430,4679.0000,184176,2,701850.0000,15,8,7,多开,B,4678.0000,4680.0000,33,24
DC,a2403,2024-01-26 21:02:23.971,4680.0000,184173,-3,187200.0000,4,0,4,空平,B,4678.0000,4679.0000,39,5
DC,a2403,2024-01-26 21:02:24.239,4679.0000,184173,0,46790.0000,1,0,1,空换,B,4678.0000,4679.0000,28,4
DC,a2403,2024-01-26 21:02:24.959,4679.0000,184177,4,233950.0000,5,4,1,空开,S,4679.0000,4680.0000,46,21
DC,a2403,2024-01-26 21:02:25.440,4680.0000,184180,3,140400.0000,3,3,0,双开,B,4679.0000,4680.0000,52,4
DC,a2403,2024-01-26 21:02:25.836,4680.0000,184180,0,187200.0000,4,2,2,空换,B,4679.0000,4681.0000,53,40
DC,a2403,2024-01-26 21:02:26.415,4680.0000,184180,0,46800.0000,1,0,1,空换,B,4679.0000,4680.0000,31,1
DC,a2403,2024-01-26 21:02:26.940,4680.0000,184180,0,140400.0000,3,1,2,多换,S,4680.0000,4681.0000,4,41
DC,a2403,2024-01-26 21:02:27.470,4679.0000,184195,15,1029400.0000,22,18,4,空开,S,4679.0000,4680.0000,9,13
DC,a2403,2024-01-26 21:02:27.981,4679.0000,184205,10,1076210.0000,23,16,7,多开,B,4678.0000,4679.0000,76,1
DC,a2403,2024-01-26 21:02:28.239,4678.0000,184207,2,93560.0000,2,2,0,双开,S,4678.0000,4679.0000,73,15
DC,a2403,2024-01-26 21:02:28.869,4679.0000,184206,-1,233950.0000,5,2,3,空平,B,4678.0000,4679.0000,73,6
DC,a2403,2024-01-26 21:02:29.298,4679.0000,184203,-3,140370.0000,3,0,3,双平,B,4678.0000,4679.0000,71,6
DC,a2403,2024-01-26 21:02:29.940,4679.0000,184205,2,280740.0000,6,4,2,多开,B,4678.0000,4679.0000,74,13
DC,a2403,2024-01-26 21:02:30.450,4678.0000,184208,3,842110.0000,18,10,8,空开,S,4678.0000,4679.0000,64,6
DC,a2403,2024-01-26 21:02:30.964,4679.0000,184210,2,93580.0000,2,2,0,双开,B,4678.0000,4679.0000,66,11
DC,a2403,2024-01-26 21:02:31.387,4679.0000,184216,6,655060.0000,14,10,4,空开,S,4679.0000,4680.0000,10,30
DC,a2403,2024-01-26 21:02:31.983,4679.0000,184216,0,93590.0000,2,1,1,多换,S,4679.0000,4680.0000,13,24
DC,a2403,2024-01-26 21:02:32.830,4680.0000,184215,-1,46800.0000,1,0,1,双平,B,4679.0000,4680.0000,21,27
DC,a2403,2024-01-26 21:02:33.390,4680.0000,184215,0,93600.0000,2,1,1,空换,B,4679.0000,4680.0000,17,27
DC,a2403,2024-01-26 21:02:33.979,4679.0000,184214,-1,327590.0000,7,3,4,多平,S,4679.0000,4680.0000,20,17
DC,a2403,2024-01-26 21:02:35.483,4680.0000,184217,3,702000.0000,15,9,6,空开,S,4680.0000,4681.0000,8,39
DC,a2403,2024-01-26 21:02:35.893,4681.0000,184217,0,46810.0000,1,0,1,空换,B,4680.0000,4681.0000,11,46
DC,a2403,2024-01-26 21:02:36.739,4681.0000,184217,0,140430.0000,3,1,2,空换,B,4680.0000,4681.0000,37,31
DC,a2403,2024-01-26 21:02:37.245,4681.0000,184216,-1,46810.0000,1,0,1,双平,B,4680.0000,4681.0000,39,30
DC,a2403,2024-01-26 21:02:37.988,4681.0000,184217,1,468020.0000,10,5,5,多开,B,4680.0000,4681.0000,32,31
DC,a2403,2024-01-26 21:02:38.433,4681.0000,184218,1,93620.0000,2,1,1,多开,B,4680.0000,4681.0000,33,30
DC,a2403,2024-01-26 21:02:38.871,4680.0000,184220,2,140410.0000,3,2,1,空开,S,4680.0000,4681.0000,33,29
DC,a2403,2024-01-26 21:02:39.368,4681.0000,184220,0,46810.0000,1,0,1,空换,B,4680.0000,4681.0000,35,28
DC,a2403,2024-01-26 21:02:39.952,4681.0000,184230,10,468100.0000,10,10,0,双开,B,4680.0000,4681.0000,39,18
DC,a2403,2024-01-26 21:02:40.157,4681.0000,184231,1,46810.0000,1,1,0,双开,B,4680.0000,4681.0000,39,17
DC,a2403,2024-01-26 21:02:41.445,4680.0000,184231,0,46800.0000,1,0,1,多换,S,4680.0000,4681.0000,53,20
DC,a2403,2024-01-26 21:02:41.850,4680.0000,184236,5,468090.0000,10,7,3,空开,S,4680.0000,4681.0000,74,11
DC,a2403,2024-01-26 21:02:42.344,4680.0000,184240,4,234020.0000,5,4,1,空开,S,4680.0000,4681.0000,68,9
DC,a2403,2024-01-26 21:02:42.920,4680.0000,184247,7,374430.0000,8,7,1,空开,S,4680.0000,4681.0000,65,6
DC,a2403,2024-01-26 21:02:43.175,4680.0000,184250,3,140420.0000,3,3,0,双开,S,4680.0000,4681.0000,64,4
DC,a2403,2024-01-26 21:02:43.942,4680.0000,184252,2,374440.0000,8,5,3,空开,S,4680.0000,4682.0000,61,50
DC,a2403,2024-01-26 21:02:44.854,4680.0000,184252,0,280810.0000,6,3,3,多换,S,4680.0000,4682.0000,60,49
DC,a2403,2024-01-26 21:02:45.335,4680.0000,184253,1,46800.0000,1,1,0,双开,S,4681.0000,4682.0000,2,51
DC,a2403,2024-01-26 21:02:45.960,4680.0000,184253,0,421320.0000,9,4,5,多换,S,4680.0000,4681.0000,57,4
DC,a2403,2024-01-26 21:02:46.428,4681.0000,184254,1,280830.0000,6,3,3,多开,B,4680.0000,4681.0000,53,4
DC,a2403,2024-01-26 21:02:46.924,4681.0000,184255,1,93620.0000,2,1,1,多开,B,4680.0000,4681.0000,55,8
DC,a2403,2024-01-26 21:02:47.413,4681.0000,184257,2,93620.0000,2,2,0,双开,B,4680.0000,4681.0000,55,8
DC,a2403,2024-01-26 21:02:48.345,4682.0000,184270,13,702150.0000,15,14,1,多开,B,4680.0000,4682.0000,70,50
DC,a2403,2024-01-26 21:02:48.919,4681.0000,184269,-1,93630.0000,2,0,2,多平,S,4681.0000,4682.0000,7,51
DC,a2403,2024-01-26 21:02:49.478,4682.0000,184273,4,608660.0000,13,8,5,多开,B,4681.0000,4682.0000,22,38
